isin,symbol,class,name,shares,date reported,%,value
US64110L1061,NFLX,Top mutual fund Holders,Growth Fund Of America Inc,8.31M,"Jun 30, 2024",1.94,5996659291
US64110L1061,NFLX,Top mutual fund Holders,"Invesco ETF Tr-Invesco QQQ Tr, Series 1 ETF",8.32M,"Aug 31, 2024",1.94,6002474343
US64110L1061,NFLX,Top mutual fund Holders,Fidelity 500 Index Fund,5.27M,"Jul 31, 2024",1.23,3800818730
US64110L1061,NFLX,Top mutual fund Holders,SPDR S&P 500 ETF Trust,5.11M,"Aug 31, 2024",1.19,3686280460
US64110L1061,NFLX,Top mutual fund Holders,iShares Core S&P 500 ETF,4.73M,"Aug 31, 2024",1.1,3409730325
US64110L1061,NFLX,Top mutual fund Holders,Vanguard Growth Index Fund,4.19M,"Jun 30, 2024",0.98,3024849501
US64110L1061,NFLX,Top mutual fund Holders,JP Morgan Large Cap Growth Fund,4.15M,"Jun 30, 2024",0.97,2995412739
US64110L1061,NFLX,Top mutual fund Holders,Fidelity Contrafund Inc,3.85M,"Jul 31, 2024",0.9,2776038296
US58933Y1055,MRK,Top Institutional Holders,Vanguard Group Inc,244.68M,"Jun 30, 2024",9.66,28071817583
US58933Y1055,MRK,Top Institutional Holders,Blackrock Inc.,207.3M,"Jun 30, 2024",8.18,23782992415
US58933Y1055,MRK,Top Institutional Holders,State Street Corporation,117.49M,"Jun 30, 2024",4.64,13479620981
US58933Y1055,MRK,Top Institutional Holders,"Wellington Management Group, LLP",72.48M,"Jun 30, 2024",2.86,8315857693
US58933Y1055,MRK,Top Institutional Holders,"Geode Capital Management, LLC",57.02M,"Jun 30, 2024",2.25,6541986020
US58933Y1055,MRK,Top Institutional Holders,"FMR, LLC",50.65M,"Jun 30, 2024",2,5811448001
US58933Y1055,MRK,Top Institutional Holders,Morgan Stanley,42.22M,"Jun 30, 2024",1.67,4843597969
US58933Y1055,MRK,Top Institutional Holders,Bank of America Corporation,39.28M,"Jun 30, 2024",1.55,4506603251
US58933Y1055,MRK,Top Institutional Holders,Norges Bank Investment Management,33.81M,"Jun 30, 2024",1.33,3878674469
US58933Y1055,MRK,Top Institutional Holders,JP Morgan Chase & Company,27.84M,"Jun 30, 2024",1.1,3194564471
US58933Y1055,MRK,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,80.02M,"Jun 30, 2024",3.16,9180686837
US58933Y1055,MRK,Top mutual fund Holders,Vanguard 500 Index Fund,65.01M,"Jun 30, 2024",2.57,7458200896
US58933Y1055,MRK,Top mutual fund Holders,Fidelity 500 Index Fund,30.96M,"Jul 31, 2024",1.22,3552271855
US58933Y1055,MRK,Top mutual fund Holders,SPDR S&P 500 ETF Trust,30.04M,"Aug 31, 2024",1.19,3447055149
US58933Y1055,MRK,Top mutual fund Holders,iShares Core S&P 500 ETF,27.78M,"Aug 31, 2024",1.1,3186738737
US58933Y1055,MRK,Top mutual fund Holders,Vanguard Index-Value Index Fund,20.76M,"Jun 30, 2024",0.82,2381485672
US58933Y1055,MRK,Top mutual fund Holders,Vanguard Specialized-Health Care Fund,19.23M,"Apr 30, 2024",0.76,2206691299
US58933Y1055,MRK,Top mutual fund Holders,Select Sector SPDR Fund-Health Care,18.41M,"Aug 31, 2024",0.73,2112402970
US58933Y1055,MRK,Top mutual fund Holders,Vanguard Institutional Index Fund-Institutional Index Fund,16.46M,"Jun 30, 2024",0.65,1888709867
US58933Y1055,MRK,Top mutual fund Holders,Vanguard Specialized-Dividend Appreciation Index Fund,13.68M,"Apr 30, 2024",0.54,1569322877
US0079031078,AMD,Top Institutional Holders,Vanguard Group Inc,147.32M,"Jun 30, 2024",9.1,23869485983
US0079031078,AMD,Top Institutional Holders,Blackrock Inc.,130.38M,"Jun 30, 2024",8.06,21123702835
US0079031078,AMD,Top Institutional Holders,State Street Corporation,68.59M,"Jun 30, 2024",4.24,11112990329
US0079031078,AMD,Top Institutional Holders,JP Morgan Chase & Company,40.16M,"Jun 30, 2024",2.48,6507391056
US0079031078,AMD,Top Institutional Holders,"Geode Capital Management, LLC",33.8M,"Jun 30, 2024",2.09,5476587060
US0079031078,AMD,Top Institutional Holders,"FMR, LLC",32.62M,"Jun 30, 2024",2.02,5284483830
US0079031078,AMD,Top Institutional Holders,Morgan Stanley,28.91M,"Jun 30, 2024",1.79,4683391396
US0079031078,AMD,Top Institutional Holders,"Fisher Asset Management, LLC",23.15M,"Jun 30, 2024",1.43,3750957036
US0079031078,AMD,Top Institutional Holders,Norges Bank Investment Management,22.46M,"Jun 30, 2024",1.39,3639046741
US0079031078,AMD,Top Institutional Holders,Price (T.Rowe) Associates Inc,20.12M,"Jun 30, 2024",1.24,3259388019
US0079031078,AMD,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,51.07M,"Jun 30, 2024",3.16,8274031259
US0079031078,AMD,Top mutual fund Holders,Vanguard 500 Index Fund,41.48M,"Jun 30, 2024",2.56,6721230242
US0079031078,AMD,Top mutual fund Holders,"Invesco ETF Tr-Invesco QQQ Tr, Series 1 ETF",31.2M,"Aug 31, 2024",1.93,5055651960
US0079031078,AMD,Top mutual fund Holders,Fidelity 500 Index Fund,19.76M,"Jul 31, 2024",1.22,3201264963
US0079031078,AMD,Top mutual fund Holders,SPDR S&P 500 ETF Trust,19.16M,"Aug 31, 2024",1.18,3103952346
US0079031078,AMD,Top mutual fund Holders,iShares Core S&P 500 ETF,17.73M,"Aug 31, 2024",1.1,2871851723
US0079031078,AMD,Top mutual fund Holders,Vanguard Growth Index Fund,16.1M,"Jun 30, 2024",0.99,2608613286
US0079031078,AMD,Top mutual fund Holders,Select Sector SPDR Fund-Technology,11.73M,"Aug 31, 2024",0.72,1900205444
US0079031078,AMD,Top mutual fund Holders,JP Morgan Large Cap Growth Fund,10.87M,"Jun 30, 2024",0.67,1761109812
US0079031078,AMD,Top mutual fund Holders,Vanguard Institutional Index Fund-Institutional Index Fund,10.51M,"Jun 30, 2024",0.65,1702060163
US79466L3024,CRM,Top Institutional Holders,Vanguard Group Inc,86.27M,"Jun 30, 2024",9.02,23644813722
US79466L3024,CRM,Top Institutional Holders,Blackrock Inc.,74.58M,"Jun 30, 2024",7.8,20440869408
US79466L3024,CRM,Top Institutional Holders,State Street Corporation,48.14M,"Jun 30, 2024",5.04,13195572526
US79466L3024,CRM,Top Institutional Holders,"FMR, LLC",30.33M,"Jun 30, 2024",3.17,8312083378
US79466L3024,CRM,Top Institutional Holders,Capital Research Global Investors,24.16M,"Jun 30, 2024",2.53,6622071870
US79466L3024,CRM,Top Institutional Holders,"Geode Capital Management, LLC",19.52M,"Jun 30, 2024",2.04,5351008840
US79466L3024,CRM,Top Institutional Holders,Morgan Stanley,19.45M,"Jun 30, 2024",2.03,5331735927
US79466L3024,CRM,Top Institutional Holders,Capital International Investors,18.28M,"Jun 30, 2024",1.91,5009446109
US79466L3024,CRM,Top Institutional Holders,JP Morgan Chase & Company,12.88M,"Jun 30, 2024",1.35,3529880351
US79466L3024,CRM,Top Institutional Holders,"Fisher Asset Management, LLC",11.96M,"Jun 30, 2024",1.25,3278670292
US79466L3024,CRM,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,29.08M,"Jun 30, 2024",3.04,7970087585
US79466L3024,CRM,Top mutual fund Holders,Vanguard 500 Index Fund,24.93M,"Jun 30, 2024",2.61,6832452388
US79466L3024,CRM,Top mutual fund Holders,Growth Fund Of America Inc,13.06M,"Jun 30, 2024",1.37,3578979737
US79466L3024,CRM,Top mutual fund Holders,Fidelity 500 Index Fund,11.87M,"Jul 31, 2024",1.24,3254257370
US79466L3024,CRM,Top mutual fund Holders,SPDR S&P 500 ETF Trust,11.49M,"Aug 31, 2024",1.2,3148289243
US79466L3024,CRM,Top mutual fund Holders,iShares Core S&P 500 ETF,10.65M,"Aug 31, 2024",1.11,2919400799
US79466L3024,CRM,Top mutual fund Holders,Vanguard Growth Index Fund,9.19M,"Jun 30, 2024",0.96,2519092359
US79466L3024,CRM,Top mutual fund Holders,Amcap Fund,8.38M,"Jun 30, 2024",0.88,2295743273
US79466L3024,CRM,Top mutual fund Holders,Investment Company Of America,7.27M,"Jun 30, 2024",0.76,1991727309
US79466L3024,CRM,Top mutual fund Holders,Select Sector SPDR Fund-Technology,7.05M,"Aug 31, 2024",0.74,1931651716
US7134481081,PEP,Top Institutional Holders,Vanguard Group Inc,131.44M,"Jun 30, 2024",9.36,22265566413
US7134481081,PEP,Top Institutional Holders,Blackrock Inc.,109.22M,"Jun 30, 2024",7.78,18502378751
US7134481081,PEP,Top Institutional Holders,State Street Corporation,54.49M,"Jun 30, 2024",3.88,9231003926
US7134481081,PEP,Top Institutional Holders,"Geode Capital Management, LLC",29.95M,"Jun 30, 2024",2.13,5074158291
US7134481081,PEP,Top Institutional Holders,Bank of America Corporation,27.09M,"Jun 30, 2024",1.93,4589364984
US7134481081,PEP,Top Institutional Holders,Morgan Stanley,26.97M,"Jun 30, 2024",1.92,4567915726
US7134481081,PEP,Top Institutional Holders,JP Morgan Chase & Company,20.66M,"Jun 30, 2024",1.47,3499936344
US7134481081,PEP,Top Institutional Holders,"Charles Schwab Investment Management, Inc.",20.24M,"Jun 30, 2024",1.44,3427942871
US7134481081,PEP,Top Institutional Holders,Norges Bank Investment Management,17.49M,"Jun 30, 2024",1.25,2963011544
US7134481081,PEP,Top Institutional Holders,Northern Trust Corporation,15.59M,"Jun 30, 2024",1.11,2640499027
US7134481081,PEP,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,43.43M,"Jun 30, 2024",3.09,7357018527
US7134481081,PEP,Top mutual fund Holders,Vanguard 500 Index Fund,35.28M,"Jun 30, 2024",2.51,5977248970
US7134481081,PEP,Top mutual fund Holders,"Invesco ETF Tr-Invesco QQQ Tr, Series 1 ETF",26.54M,"Aug 31, 2024",1.89,4496043205
US7134481081,PEP,Top mutual fund Holders,Fidelity 500 Index Fund,16.81M,"Jul 31, 2024",1.2,2846922914
US7134481081,PEP,Top mutual fund Holders,SPDR S&P 500 ETF Trust,16.3M,"Aug 31, 2024",1.16,2761571236
US7134481081,PEP,Top mutual fund Holders,iShares Core S&P 500 ETF,15.08M,"Aug 31, 2024",1.07,2553970018
US7134481081,PEP,Top mutual fund Holders,Schwab Strategic Tr-Schwab U.S. Dividend Equity ETF,12.96M,"May 31, 2024",0.92,2195875880
US7134481081,PEP,Top mutual fund Holders,Vanguard Index-Value Index Fund,11.27M,"Jun 30, 2024",0.8,1908680551
US7134481081,PEP,Top mutual fund Holders,Vanguard Institutional Index Fund-Institutional Index Fund,8.94M,"Jun 30, 2024",0.64,1513613508
US7134481081,PEP,Top mutual fund Holders,Vanguard Specialized-Dividend Growth Fund,8.08M,"Apr 30, 2024",0.58,1369073471
US8835561023,TMO,Top Institutional Holders,Vanguard Group Inc,32.73M,"Jun 30, 2024",8.57,19630107013
US8835561023,TMO,Top Institutional Holders,Blackrock Inc.,29.53M,"Jun 30, 2024",7.73,17711100013
US8835561023,TMO,Top Institutional Holders,State Street Corporation,16.19M,"Jun 30, 2024",4.24,9712816802
US8835561023,TMO,Top Institutional Holders,Morgan Stanley,12.1M,"Jun 30, 2024",3.17,7255846701
US8835561023,TMO,Top Institutional Holders,Price (T.Rowe) Associates Inc,9.93M,"Jun 30, 2024",2.6,5953038709
US8835561023,TMO,Top Institutional Holders,Capital World Investors,9.52M,"Jun 30, 2024",2.49,5708967822
US8835561023,TMO,Top Institutional Holders,Capital Research Global Investors,8.24M,"Jun 30, 2024",2.16,4940564436
US8835561023,TMO,Top Institutional Holders,"Geode Capital Management, LLC",7.53M,"Jun 30, 2024",1.97,4517770497
US8835561023,TMO,Top Institutional Holders,"FMR, LLC",6.58M,"Jun 30, 2024",1.72,3948355531
US8835561023,TMO,Top Institutional Holders,Bank of America Corporation,5.64M,"Jun 30, 2024",1.48,3385496761
US8835561023,TMO,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,12.06M,"Jun 30, 2024",3.16,7234615088
US8835561023,TMO,Top mutual fund Holders,Vanguard 500 Index Fund,9.8M,"Jun 30, 2024",2.56,5876095928
US8835561023,TMO,Top mutual fund Holders,Fidelity 500 Index Fund,4.67M,"Jul 31, 2024",1.22,2798720562
US8835561023,TMO,Top mutual fund Holders,SPDR S&P 500 ETF Trust,4.53M,"Aug 31, 2024",1.18,2714045417
US8835561023,TMO,Top mutual fund Holders,iShares Core S&P 500 ETF,4.19M,"Aug 31, 2024",1.1,2510702594
US8835561023,TMO,Top mutual fund Holders,Growth Fund Of America Inc,3.63M,"Jun 30, 2024",0.95,2178850901
US8835561023,TMO,Top mutual fund Holders,Vanguard Index-Value Index Fund,3.13M,"Jun 30, 2024",0.82,1876152116
US8835561023,TMO,Top mutual fund Holders,Select Sector SPDR Fund-Health Care,2.77M,"Aug 31, 2024",0.73,1664285819
US8835561023,TMO,Top mutual fund Holders,Vanguard Institutional Index Fund-Institutional Index Fund,2.48M,"Jun 30, 2024",0.65,1488057251
US8835561023,TMO,Top mutual fund Holders,Amcap Fund,2.36M,"Jun 30, 2024",0.62,1413375041
US00724F1012,ADBE,Top Institutional Holders,Vanguard Group Inc,41.03M,"Jun 30, 2024",9.25,21250586703
US00724F1012,ADBE,Top Institutional Holders,Blackrock Inc.,38.57M,"Jun 30, 2024",8.7,19976855615
US00724F1012,ADBE,Top Institutional Holders,State Street Corporation,20.04M,"Jun 30, 2024",4.52,10376322755
US00724F1012,ADBE,Top Institutional Holders,"Geode Capital Management, LLC",10.38M,"Jun 30, 2024",2.34,5376376086
US00724F1012,ADBE,Top Institutional Holders,Morgan Stanley,10.31M,"Jun 30, 2024",2.33,5341331863
US00724F1012,ADBE,Top Institutional Holders,"FMR, LLC",8.9M,"Jun 30, 2024",2.01,4610763962
US00724F1012,ADBE,Top Institutional Holders,Price (T.Rowe) Associates Inc,7.6M,"Jun 30, 2024",1.71,3934810690
US00724F1012,ADBE,Top Institutional Holders,Bank Of New York Mellon Corporation,6.09M,"Jun 30, 2024",1.37,3156449939
US00724F1012,ADBE,Top Institutional Holders,Primecap Management Company,5.74M,"Jun 30, 2024",1.29,2970524866
US00724F1012,ADBE,Top Institutional Holders,Norges Bank Investment Management,5.38M,"Jun 30, 2024",1.21,2785185020
US00724F1012,ADBE,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,14.15M,"Jun 30, 2024",3.19,7329797095
US00724F1012,ADBE,Top mutual fund Holders,Vanguard 500 Index Fund,11.5M,"Jun 30, 2024",2.59,5954824838
US00724F1012,ADBE,Top mutual fund Holders,"Invesco ETF Tr-Invesco QQQ Tr, Series 1 ETF",8.65M,"Aug 31, 2024",1.95,4479281058
US00724F1012,ADBE,Top mutual fund Holders,Fidelity 500 Index Fund,5.48M,"Jul 31, 2024",1.24,2836293467
US00724F1012,ADBE,Top mutual fund Holders,SPDR S&P 500 ETF Trust,5.31M,"Aug 31, 2024",1.2,2750792316
US00724F1012,ADBE,Top mutual fund Holders,iShares Core S&P 500 ETF,4.91M,"Aug 31, 2024",1.11,2544441266
US00724F1012,ADBE,Top mutual fund Holders,Vanguard Growth Index Fund,4.48M,"Jun 30, 2024",1.01,2318448857
US00724F1012,ADBE,Top mutual fund Holders,Vanguard/Primecap Fund,4.2M,"Jun 30, 2024",0.95,2175157832
US00724F1012,ADBE,Top mutual fund Holders,Select Sector SPDR Fund-Technology,3.25M,"Aug 31, 2024",0.73,1683548485
US00724F1012,ADBE,Top mutual fund Holders,Vanguard Institutional Index Fund-Institutional Index Fund,2.91M,"Jun 30, 2024",0.66,1508004200
US17275R1023,CSCO,Top Institutional Holders,Vanguard Group Inc,386.35M,"Jun 30, 2024",9.68,20341420490
US17275R1023,CSCO,Top Institutional Holders,Blackrock Inc.,354.83M,"Jun 30, 2024",8.89,18681997110
US17275R1023,CSCO,Top Institutional Holders,State Street Corporation,190.25M,"Jun 30, 2024",4.77,10016546697
US17275R1023,CSCO,Top Institutional Holders,"Geode Capital Management, LLC",94.37M,"Jun 30, 2024",2.36,4968499141
US17275R1023,CSCO,Top Institutional Holders,"Charles Schwab Investment Management, Inc.",81.04M,"Jun 30, 2024",2.03,4266907334
US17275R1023,CSCO,Top Institutional Holders,Bank Of New York Mellon Corporation,70.32M,"Jun 30, 2024",1.76,3702193368
US17275R1023,CSCO,Top Institutional Holders,Morgan Stanley,64.17M,"Jun 30, 2024",1.61,3378571763
US17275R1023,CSCO,Top Institutional Holders,"FMR, LLC",58.05M,"Jun 30, 2024",1.45,3056099980
US17275R1023,CSCO,Top Institutional Holders,"Wellington Management Group, LLP",56.49M,"Jun 30, 2024",1.42,2974150306
US17275R1023,CSCO,Top Institutional Holders,Bank of America Corporation,51.51M,"Jun 30, 2024",1.29,2712133308
US17275R1023,CSCO,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,115.09M,"Jun 30, 2024",2.88,6059244326
US17275R1023,CSCO,Top mutual fund Holders,Vanguard 500 Index Fund,103.93M,"Jun 30, 2024",2.6,5471681577
US17275R1023,CSCO,Top mutual fund Holders,"Invesco ETF Tr-Invesco QQQ Tr, Series 1 ETF",77.78M,"Aug 31, 2024",1.95,4095044566
US17275R1023,CSCO,Top mutual fund Holders,Fidelity 500 Index Fund,49.5M,"Jul 31, 2024",1.24,2606114264
US17275R1023,CSCO,Top mutual fund Holders,SPDR S&P 500 ETF Trust,48M,"Aug 31, 2024",1.2,2527445158
US17275R1023,CSCO,Top mutual fund Holders,Schwab Strategic Tr-Schwab U.S. Dividend Equity ETF,45.05M,"May 31, 2024",1.13,2371939062
US17275R1023,CSCO,Top mutual fund Holders,iShares Core S&P 500 ETF,44.41M,"Aug 31, 2024",1.11,2337945430
US17275R1023,CSCO,Top mutual fund Holders,Vanguard Index-Value Index Fund,29.87M,"Jun 30, 2024",0.75,1572564566
US17275R1023,CSCO,Top mutual fund Holders,Select Sector SPDR Fund-Technology,29.38M,"Aug 31, 2024",0.74,1546937283
US17275R1023,CSCO,Top mutual fund Holders,Vanguard Institutional Index Fund-Institutional Index Fund,26.32M,"Jun 30, 2024",0.66,1385544811
US2358511028,DHR,Top Institutional Holders,Vanguard Group Inc,60.49M,"Jun 30, 2024",8.38,16205348658
US2358511028,DHR,Top Institutional Holders,Blackrock Inc.,50.54M,"Jun 30, 2024",7,13538448107
US2358511028,DHR,Top Institutional Holders,State Street Corporation,27.67M,"Jun 30, 2024",3.83,7413132043
US2358511028,DHR,Top Institutional Holders,"Wellington Management Group, LLP",24.48M,"Jun 30, 2024",3.39,6557110236
US2358511028,DHR,Top Institutional Holders,"FMR, LLC",20.4M,"Jun 30, 2024",2.82,5464696648
US2358511028,DHR,Top Institutional Holders,Price (T.Rowe) Associates Inc,19.39M,"Jun 30, 2024",2.68,5193313040
US2358511028,DHR,Top Institutional Holders,Capital International Investors,17.53M,"Jun 30, 2024",2.43,4696608328
US2358511028,DHR,Top Institutional Holders,"Geode Capital Management, LLC",13.18M,"Jun 30, 2024",1.83,3531913750
US2358511028,DHR,Top Institutional Holders,Morgan Stanley,13.21M,"Jun 30, 2024",1.83,3539535204
US2358511028,DHR,Top Institutional Holders,JP Morgan Chase & Company,10.2M,"Jun 30, 2024",1.41,2733198173
US2358511028,DHR,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,21.07M,"Jun 30, 2024",2.92,5643216705
US2358511028,DHR,Top mutual fund Holders,Vanguard 500 Index Fund,16.92M,"Jun 30, 2024",2.34,4532348595
US2358511028,DHR,Top mutual fund Holders,Fidelity 500 Index Fund,8.06M,"Jul 31, 2024",1.12,2158699768
US2358511028,DHR,Top mutual fund Holders,SPDR S&P 500 ETF Trust,7.8M,"Aug 31, 2024",1.08,2089411265
US2358511028,DHR,Top mutual fund Holders,iShares Core S&P 500 ETF,7.23M,"Aug 31, 2024",1,1936574204
US2358511028,DHR,Top mutual fund Holders,Vanguard Specialized-Dividend Growth Fund,7.01M,"Apr 30, 2024",0.97,1878313517
US2358511028,DHR,Top mutual fund Holders,Vanguard Index-Value Index Fund,5.46M,"Jun 30, 2024",0.76,1463362300
US2358511028,DHR,Top mutual fund Holders,Vanguard Specialized-Health Care Fund,5.11M,"Apr 30, 2024",0.71,1369821281
US2358511028,DHR,Top mutual fund Holders,Washington Mutual Investors Fund,4.96M,"Jun 30, 2024",0.69,1327892167
US2358511028,DHR,Top mutual fund Holders,Select Sector SPDR Fund-Health Care,4.79M,"Aug 31, 2024",0.66,1283702413
US0028241000,ABT,Top Institutional Holders,Vanguard Group Inc,166.35M,"Jun 30, 2024",9.56,18733112104
US0028241000,ABT,Top Institutional Holders,Blackrock Inc.,131.13M,"Jun 30, 2024",7.54,14766514245
US0028241000,ABT,Top Institutional Holders,State Street Corporation,74.4M,"Jun 30, 2024",4.28,8377803648
US0028241000,ABT,Top Institutional Holders,Capital International Investors,71.8M,"Jun 30, 2024",4.13,8085378449
US0028241000,ABT,Top Institutional Holders,Capital Research Global Investors,57.24M,"Jun 30, 2024",3.29,6445525270
US0028241000,ABT,Top Institutional Holders,Morgan Stanley,35.62M,"Jun 30, 2024",2.05,4010821720
US0028241000,ABT,Top Institutional Holders,"Geode Capital Management, LLC",34.41M,"Jun 30, 2024",1.98,3875409433
US0028241000,ABT,Top Institutional Holders,"Wellington Management Group, LLP",25.53M,"Jun 30, 2024",1.47,2874993674
US0028241000,ABT,Top Institutional Holders,Northern Trust Corporation,20.68M,"Jun 30, 2024",1.19,2328589231
US0028241000,ABT,Top Institutional Holders,Norges Bank Investment Management,20.36M,"Jun 30, 2024",1.17,2292394124
US0028241000,ABT,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,54.97M,"Jun 30, 2024",3.16,6190379611
US0028241000,ABT,Top mutual fund Holders,Vanguard 500 Index Fund,44.65M,"Jun 30, 2024",2.57,5027920313
US0028241000,ABT,Top mutual fund Holders,Fidelity 500 Index Fund,21.27M,"Jul 31, 2024",1.22,2394760444
US0028241000,ABT,Top mutual fund Holders,Investment Company Of America,20.83M,"Jun 30, 2024",1.2,2345509897
US0028241000,ABT,Top mutual fund Holders,SPDR S&P 500 ETF Trust,20.58M,"Aug 31, 2024",1.18,2317519105
